,Topic,Count,Name,Representation,Representative_Docs
522,521,21,521_pol_knochen_hauptreffen_durchschnei,"['pol', 'knochen', 'hauptreffen', 'durchschnei', 'ersäuffet', 'zerdrükung', 'menschenknochen', 'kinnbaken', 'kerns', 'gewürkt']","['Beede Zimmer waren Kuppel weise ausgehauen; und da der Boden gantz mit Staub, gleich feinem weissen Sande bedekt war, zwischen welchem man eine grosse An zahl MenschenKnochen, und darunter einige von ungemeiner Grösse gefunden, so vermutet man,dassdieseseinuraltesGrabewolseyn müsse,| müsse, worinnen einige Leute von besonderer Grösse mit begraben worden.| Aus Frankreich.| Paris  Novemb.', 'Der Druk des Sandes, der so viele hundert Jahr durch auf diesen Särgen gewürkt hatte, zeigte sich in der Zerdrükung derselben, und die Menschen knochen waren von dem übermässigen Gewicht in das Holz hinein mit Gewalt eingepresst, die meisten Knochen waren beschädigt, in denen Kinnbaken aber die Zähne noch sehr feste, wel ches man dillig der Ausschliessung der Luft zu schreibt, die keinen Zugang zu diesen Knochen gehabt.', 'Alle Mühe, und Kosten, so drey Mona ten angewendet worden, um die Durchschnei dung des Damms von dem Creutzlands Pol der in hiesiger Jurisdiction zu stopffen, und dick zu machen, so in etlichen Tagen hatte können geendiget werden, seynd nun auf ein mal verlohren, weilen durch die hohe Fluth alles weggespühlet, und zernichtet worden.']"
523,522,21,522_gopeschan_maynzischen_haggi_amtmann,"['gopeschan', 'maynzischen', 'haggi', 'amtmann', 'komp', 'parsienserdistrict', 'vulgatævulgatae', 'probatorums', 'algesheim', 'hungari']","['Sein Herr Vatter ware JOANNES PHILIPPUS Knebel Freyherr von Ca tzenelnbogen Chur Maintzischer gehei mer Raht und Ober Amtmann zu Höchst und Hoffheim Ritter Haupt mann bey der Ober Rhenischen freyen Ritterschaft gestorben 1659.', 'Herr Carl Franz,FreyherrvonBreidenbach zu| zu Bürresheim, Churfürstlich Maynzischen Cammer herr, Burggraf, Obrist stallmei ster Hof und Regierungs raht, auch Ober amtmann zu Ohlm, Algesheim und neuen Bamberg, zu Pferd, neben der Chur fürstl.', 'Paris relié à     Biblia sacra Latina Germanica vulgatævulgatae Editionis jussu Sixti  Pontificis maximi recognita, locupletibus  Patrum& alio rum ProbatorumS.']"
524,523,21,523_abgerebte_confident_michelsche_wassermautoffiziant,"['abgerebte', 'confident', 'michelsche', 'wassermautoffiziant', 'teczewski', 'pettoni', 'bonholtzer', 'buski', 'brantner', 'zeichmachers']","['Jfr Elis Heim,   Wassermautoffiziant.', 'Abgerebte Zauberey, von Gretirl.', 'Der Staroste Buski Jablonowski Confident Secret.']"
525,524,21,524_bona_00o_virgimen_alliirteescadre,"['bona', '00o', 'virgimen', 'alliirteescadre', 'erzürnet', 'bandavachi', 'toggenbur', 'beförchtete', 'seutval', 'undbraga']","['Die Städte Coimbra,undBraga wä| wären auch sehr übel zugerichtet, und von der von Seutval seye das leidige Schticksal weit beträchtlicher.| Paris   Unser Hof hat seit etlichen Tagen viele Erpressen nach Toulon, Brest, Rochefort und Marseille abgeschikt, um die Marine so viel immer möglich, inn guten Stand zu setzen.', 'Diesen Brief recht zu verstehen muss man wissen dass die Frantzosen vorgeben das Recht Korn zu Bona in Africa einzunehmen allein zu haben und unter solchem Vorwand einige Holändische und Engländische Schiffe angehalten aber den Dey zu Algiers dadurch erzürnet haben dass er befohlen bloss denen Holländischen und Engländischen Kauf leuten zu Bona Getreide zukommen zu lassen hin gegen an die Frantzosen nichts zu verkauffen.| Aus Teutschland.| Dresden   Von Gotha hat man dass nach erfolgten Exequien von Jhro Hochfürstl.', 'Dass man wegen der Toggenbur ger Sache noch immer einige Unruhen besorge; vermög Pariser Brieffen habe der grosse Kriegs Rath am Frantzösischen Hoff bereits den Anfang genommen; und seye man daselbst bedacht dieses Jahr zu Wasser und Land dermassen in Stand sich zu setzen dass man dadurch verhoffet überall den Alli irten gewachsen zu seyn; sonderlich aber wolle man in Spanien und Flandern die gröste Macht ins Feld stellen umb allda defensivè gehen zu können; allein die meisten wolten versichern dass es mit allem deme schwer hergehen wer de indeme so wohl das Geld als die Mannschafft sehr klem; so sollen auch nicht allein biss  Frantzösische Schiff zu Bourdeaux durch Sturm gescheitert haben sondern auch die auss Jndien seeglende Silber Flotta worauff die Frantzosen die gröste Hoffnung sich gemacht in grosse Gefahr gerathen seyn; und wolte verlauthen das eine AlliirteEscadre bereits eini ger Gallionen sich davon bemächtiget hätte.']"
526,525,21,525_cath___,"['cath', '', '', '', '', '', '', '', '', '']","['Cath.', 'Cath.', 'Cath.']"
527,526,21,526_fürstl_von_der_,"['fürstl', 'von', 'der', '', '', '', '', '', '', '']","['Von der fürstl.', 'Von der fürstl.', 'Von der fürstl.']"
528,527,21,527_weinbergische_dalirac_activa_frauenberger,"['weinbergische', 'dalirac', 'activa', 'frauenberger', 'hofsgebäude', 'fierslin', 'fockenberger', 'stockhamer', 'pretziska', 'baberis']","['Wilden, von Dalirac.', 'Weinbergische Activa.', 'Weinbergische Activa.']"
529,528,21,528_meindhaus_gesagten_gezeigten_bedingungen,"['meindhaus', 'gesagten', 'gezeigten', 'bedingungen', 'näherer', 'kaufschillings', 'festgesetzt', 'obbesagten', 'bauet', 'kauflustige']","['Zu dieser Versteigerung also wird der  Juni   vormittag um 9 Uhr hie mit mit dem Beysatze festgesetzt, dass die Hälfte des Kaufschillings gegen gute Bedingungen auf dem Hause liegen gelassen werde.', 'Die Käufer haben daher an gesagten Tägen früh um 9 Uhr zu erscheinen, wo übrigens erinnert wird, dass bey den an gezeigten Gründen wenigstens ein Theil ver bauet werden müsse.| Licit.', 'Die Käufer haben daher, an gesagten Tägen früh um 9 Uhr zu erscheinen, wo übrigens erinnert wird, dass bey den an gezeigten Gründen wenigstens ein Theil ver bauet werden müsse.| Licit.']"
530,529,21,529_gewinn_capital_einlag_ausfallet,"['gewinn', 'capital', 'einlag', 'ausfallet', '83sten', 'lossen', 'spiels', 'erwehlet', '8000', 'gulden']","['Dahingegen, wann ein solcherNumerus auf jenes Ort, dahin das Ge wette gestellet worden, nicht ausfallet, so hat der Jnhaber dessen von der Loterie nichts zu haben, es wäre dann, dass er diesen seinenNumerum zu gleich für ein einfaches Looss gelten liesse, und darfür die Einlag besonders entrichtete, so hätte ein solcher, wann auch derNumerus nicht auf den ge wetteten Platz ausfallet, gleichwolen den schon erwehnt einfachen Gewinn der zwölffachen Einlag zu forderen.', 'Wer in dieserLoterie sein Glük versuchen will, erwehlet sich von ge dachten Numeris einen, oder mehrere, und bestimmet hiervor den Preis, und die Art des Spiels, nach seiner Willkuhr, dargegen er die Einlag, und Bezahlung sogleich zu leisten  Wann hernach an dem bestimmten Tag die fünf Looss gezogen werden, so empfangen selbe, welche einen, oder mehrere von denen heraus gekomme nen fünfNumeris erwehlet haben, den Gewinn nach Maass der Einlage, und des gemachten Spiels, welches nachfolgende Reguln, und ausgemachte Preis  Sofern nur einNumerus erwehlet wird, und dieser befindet sich unter denen heraus gezogenen fünf Loosen, so empfanget der Jnhaber desBillets von diesemNumero gegen Einreichung des OriginalBillets zwölf mal soviel, als er darauf eingeleget hat, als zum Exempel für einen Groschen  Groschen, für einen Gulden  Gulden, für  Gulden hundert zwanzig Gulden, und sofort.', 'Die| Die Vier und Achtzigstse Lotterie nachdeme 1660. grosse Capital   Gewinn in der 83sten ausgegangen bestehet annoch    Lossen jedes á   Zusage oder 1218.  inner lichen Wehrt dagegen folgende 8000. darunter 1680. grosse Capital   Gewinn gezogen werden.Als Für diese  Lotterien zusammen wird nur ein Loss Zettul ausgefertiget werden dafür man entweder   nebst seiner vorigen Schuld in  Capital, oder 4 1  proCentoInteresse für das schuldig bleibende Capital zu bezahlen  Welche Losse nun in Capital nichts schuldig geblieben und in diesen  Lotterie mit Capital   Gewinn auscheiden denen wird man und zwar denen in der 82sten   und denen in der 83sten Lotterie ausgefallenen   als die anticipirte Einlagen gleich zuruck bezahlen; den Capital   Gewinn Uberschuss aber  Wochen nach vollendeter Ziehung das ist gegen  primo Septembr., baar abführen.']"
531,530,21,530_tschayken_mehren_einpfündigen_nichtminder,"['tschayken', 'mehren', 'einpfündigen', 'nichtminder', 'requisitenkammer', 'pontonsstadel', 'balddaraufwurdedie', 'retirirt', 'kalbermater', '4213']","['Truppen vermischet, und haben den Befehl, aller Orten Contributionen einzutrei ben, und soviel Fourage, als sie immer an treffen in das zu Grasse anlegende Magatzin, alwohin auch in kurtzen das Haupt Quartier zu stehen kommen wird, einzuliefern.', 'Währenden Zeit dass die Armee im Marsch begriffen ware, denen Rebellen entgegen zu ge hen, hatte ein Corps derenselben, mit einigen Fahnen sich über den Fluss Cartan nach der Rech ten unsers Lagers gewaget, in dem Vorhaben, wie leicht zu erachten, dieselbe anzugreiffen; al lein weil die Argolshire Soldaten an der Front postiret waren, hielten sie dieselbe in Forcht, und verhinderten ihre Anrükung dadurch.', 'Hoheit die Leute etwas ausruhen zu lassen befohlen, besichtigten sie mittlerweile den Pontonsstadel.Balddaraufwurdedie Brücke in gleicher Fertigkeit abgetragen; sohin aber fiengen die Artilleristen an, mit einpfündigen Stücken auf den Tschayken zu manövriren, nichtminder wurde mit dreypfündigen Canonen zu Land avancirt, retirirt, sodann auch selbe ganz zerlegt, in die Fahrzeuge ein und wiederum ausbarquirt, und gerich tet, aus welchen endlich auf die jenseits des Flusses aufgestellte Scheiben gefeuert wurde, wobey sich ein gemeiner Mann durch seine Geschicklichkeit ausgezeichnet  Noch auf den Abend beliebte   Hoheit die auf dem Stapel stehende doppelte und ganze Tschayken, nebst der Requisitenkammer zu besehen.']"
532,531,21,531_dito_den_und_,"['dito', 'den', 'und', '', '', '', '', '', '', '']","['Den  Dito.', 'Den  Dito.', 'Den  Dito.']"
533,532,21,532_polen_philosophiæphilosophiae_magister_theologiætheologiae,"['polen', 'philosophiæphilosophiae', 'magister', 'theologiætheologiae', 'pre', 'jwanojitz', 'piedestals', 'eiupfängung', 'delerma', 'ehev']","['Nachdem Jhro Kaiselich und Catholischen Plajestät die von Jhro Chfürstlichen Trchleicht zn Vaurn zu Eiupfängung Dero Le hen anhero abgeschickte berde Gesandten,  Her Marimlian Franz, Graf von Senoheims Chur Bayisch geheimer Buht, Camerer, Vicedom zu Straubing t und Psleer zu Schonchan dan Tirl.', 'Nachdeme Herr Jacob Johann Ma thes des Ritterlichen Ordens derer Creutz Herren mit dem roten Stern durch Polen und Schlesien  Visitator, und des Spitals Stifts zu  Ma thias in Bresslau Regierender  Magister, und  PrælatPraelat, zum Königl.', 'Bey dem Verleger des Wienerischen Diarii, und auf dem Dominicaner Platz im JEsuiten Haus in der Buchdruckerey bey  Leopold Kaliwoda ist zu haben: Oratio Funebris de Laudibus CAROLI  Augustissimi Romanorum Imperatoris, Hispaniæ, Hungarie, Bohemiæ Regis, ArchiDucis Austriæ, & & cum ejusdem Augustis manibus in Metropolitana  Stephani Basilica Universitas Viennensis, die XXII.']"
534,533,21,533_pränumerationen_zeitungen_annehmen_zeitungskomtoir,"['pränumerationen', 'zeitungen', 'annehmen', 'zeitungskomtoir', 'überlässt', 'tadel', 'ausgegeben', 'schmack', 'diesmal', 'werkchen']","['Das Zeitungskomtoir kann aber an den Tagen, wo die Zeitungen ausgegeben werden, keine Pränumerationen annehmen.', 'Das Zeitungskomtoir kann aber an den Tagen, wo die Zeitungen ausgegeben werden, keine Pränumerationen annehmen.', 'Das Zeitungskomtoir kann aber an den Tagen, wo die Zeitungen ausgegeben werden, keine Pränumerationen annehmen.']"
535,534,21,534_käsmacherey_jedenspeigen_vork_rauchfän,"['käsmacherey', 'jedenspeigen', 'vork', 'rauchfän', 'rauchfängen', 'feuersicheren', 'fabrikerweiterung', 'allerhöchstderselben', 'contraets', 'rentamtsunterthan']","['Passauerischen Rentamt Kö nigstetten wird hiemit zu wissen gemacht: was gestalten auf Ableiben des Jgnatz Taglangs, anher gehörigen Rentamtsunterthan und Fleisch hackermeister zu Hausleuten     des sen hinterlassenes VermögenadCridam gedie hen ist, und die Nothwendigkeit erfodert, des sen eigenthüml.', 'Deswegen, und da diese Goldruthe in den Gärten schon ge mein ist, und sich leicht vermehret, verdienet diese Entdeckung eben so viele Achtung, als der oft geschehene Vorschlag zum Anbaue der  Bey Dusberga, in Südermannland, hat sich neulich die seltene Naturbegebenheit zugetragen, dass eine Kuh, in der Zeit vom Abend bis zum Morgen,  Ochsenkälber geworfen hat, von welchen zwey tod gefunden worden, zwey aber lebendig und munter gewesen sind.| Wien den  März 1768.', 'Durch eine andere allerhöchste Ver ordnung vom nämlichen Datum, haben   in Rücksicht auf die schlechte Bauart der hierländischen Bauernhäu ser, insbesondere auf diejenigen, welche nicht mit Rauchfängen versehen sind, und hiedurch nicht nur einen nachtheili gen Einfluss auf die Gesundheit ha ben, sondern den Landmann auch stets der Feuergefähr aussetzen, und ihn oft um all sein Habe bringen, zu erklären geruhet:„ Dass es Allerhöchstderselben zum besonderen Wohlgefallen gereichen würde, wenn die Grundherrschaften in den Fällen, wenn einem oder dem an dern Unterthan sein Haus abbrennt, oder sonst zu Grunde gehet, dafür sorgen würden, dass diese Häuser auf eine be quemere, und der Gesundheit zuträgli chene Art, die Wände wo immer thunlich, wenn nicht aus gebrannten,doch| wenigstens aus gut getrockneten Ziegeln, mit ordentlichen feuersicheren Rauchfän gen wieder erbaut würden, welches aber auf keine andere Art bewerkstelliget wer den könnte, als wenn die Grundherr schaften sich entschliessen wollten, da, wo Sie mit dem erforderlichen Mate riale versehen sind, dem Unterthan sol ches unentgeldlich anzuweisen, in Er manglung desselben aber ihn nach Mög lichkeit mit einem Geldvorschuss zum Baue zu unterstützen.']"
536,535,21,535_arbeit_neis_amboy_zukmantel,"['arbeit', 'neis', 'amboy', 'zukmantel', 'husarn', 'rhode', 'jsland', 'sternberg', 'unserige', 'obrister']","['Den  frühe noch vor tage hat sich des Commendanten aus der stadt Adjutant der Ca pitain Silinski mit einem brief an den Russischen Feld Marschall Graf von Münnich ein gefunden durch welchen jener berichtet dass die stadt die dem  accordirten Armistice beyge fügte  condition, dass nemlich die arbeit in de nen Trenscheen gegen die statt inzwischen fortfortgesetzet gesetzet werden solte ohne dass auf die arbeiter geschossen werden dürfte nicht eingehen wollen vielmehr ihm dem Commendanten diesfalls an deren befehl ertheilet habe; bald darauf kam auch von dem Magistrat ein schreiben fast gleichen inhalts und zugleich mit der nachricht dass wie der Frantzösische ehemalige Bottschaf der MarquisdeMonti ihm die anzeigte thun lassen der Stanislaus entwichen seyn solle weil nun dieses vor ein blosses figmentum ge halten worden hat man sogleich die stadt von neuem zu canoniren und bombardiren angefan gen den vor gedachten Adjutanten aber in arrest nehmen und schliessen lassen.', 'Walseggischen Regiments  Obrist Wacht meistern Baron  An drée bey denen Unserigen eingelanget denen auch andurch der Muth verdop pelt worden ernennter Herr Obrist Wacht meister hat so gute Vorkehrun gen gemachet und gerad vor dem Feind aufmarschiret und sich gestellet dass dieser da er Succurs gesehen sich nach starken Verlurst zum Ruk weichen be quemet die Unserige aber welche in all und jeden nur  Mann mit samt dem Succurs ausgemachet haben den so stark überlegenen Feind besonders da es lauter Defiléen waren weiters zu verfolgen nicht für rahtsam befun den sondern mit dem ihme zugefügten Schaden sich begnüget; wir aber ha ben bey dieser Gelegenheit nicht mehr als  Todten und  Blessirte bekom men: sonsten geben auch die Kundschaf ten der neu angekommene General ComtedeSaxe seye mit dem Ducd’Har court selbst bey dieser Affaire zugegen gewesen und hat also gesehen wie un sere Leute von denen erst neu errichteerrichteten ten Hungarischen Kron Regimentern und die Banduren tapfer sich gehal ten haben.', 'Die 214| selbe Nacht dargegen wurden unter starker Begleitung aus gleich gedach tem Neis alle die Preussische Kriegs Gefangene darunter ein Obrist Wachtmeister etwelche andere Offi cier und  zu Neis inhaftirte Staats Gefangene bis Zukmantel von dar aber nebst einem zu Endersdorf auf gehobenen Arendator und zwar die se  letztere geschlossener weiter über das Freudenthalische nacher Sternberg zu ob ersagten Commandirenden  General Feld Marschall Leutenanten Grafen von Broune gebracht; wel cher gleich seinen Rukmarsch von Zukmantel zu dem  Statthalter Grafen von Sazenhofen auf Freuden thal zu genommen denselben besuchet und alda das Mittagmal mit ande ren vielen Officieren ein sodann die Fortification der Stadt Freudenthal mit besonderem Contento abermal in Augenschein genommen endlich aber gegen dem Abend seinen Marsch bis Sternberg fortgesetzet  Bey ob besagtem Zuk mantel seynd  Preus sische Husarn angesprenget gekommen denen  unserige Husarn entgegen gesetzet einen Preussischen Caporal todt geschossen viele blessirt und  Gemeine samt  Pferden gefangen genommen die übrigen aber in die Flucht geschlagen haben.| Wien  Martii.']"
