Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
Wie die aus Tyrol anhero gekommene be richten wäre alda schon vor länger als  Tagen so viel und so tieffer Schnee gefal len dass man durch selbige Grafschaft nicht ohne grosser Mühe und Beschwerlichkeit rei sen oder aus Jtalien dortige Wege und Strassen passiren könne.|  Hiermit wird jedermänniglich erinnert und zu wissen gemacht wie dass den 28sten dieses Monats Novemb.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"in Gold Ducaten und Louisd'Or gestohlen mitgenommen und entwendet; er hat seinen Weg über Erfurt genommen von dorten aus durch einen Fuhr Mann sich wohin aber kan man eigentlich nicht wissen bringen lassen; wird also alles Orten hohe Obrigkeit  Militairals als Civil  Bediente wo etwann dieser heuchlerische Bösswicht anzutreffen und sich aufhalten möchte freundlich ersuchet solchen fest zu setzen und sodann die Nachricht hier von an den Herrn Obristen von Löwenstein als die es Regiments  Commendanten auf Hirschfeld zu geben das Regiment ersetzet alle Unkosten mit Dank und dienet in dergleichen und andern Begebenhei ten hinwiederum jedermann willig.|| Relation, oder Beschreibung der feyerlichen Crönung beeder Gros Brittannischen Majestäten GEORGII ,und  CAROLINÆ.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
dieses lauffen den Jahres 1727. bey anbrechendem Tage verfügeten sich die  Regimenter der Engelländischen und Schottländischen Wach ten desgleichen ein Detachement der Leib Wacht und deren Granadierern zu Pferde auf ihre Sammel Plätze und von dannen mar schirten jede auf ihre angezeigte Posten.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Familie ihren Sitz an der ersten bey denen anderen nahmen die  Pairs, Pairinen PrælatenPraelaten Richter die Königl.",74,74_ungarn_juden_hungarn_erben,"['ungarn', 'juden', 'hungarn', 'erben', 'abwesend', 'verstorbenen', 'herrschaft', 'hiemit', 'johann', 'platzerischen']",,ungarn - juden - hungarn - erben - abwesend - verstorbenen - herrschaft - hiemit - johann - platzerischen,False
"Kampf Fechter von Fuss auf geharmischet auf einem Kampf Pferd in Begleitung auf einer Seiten des Gros Mar schalles auf der anderen des Gros Contestabels welche gleichfals zu Pferd sassen in den Saal geritten; ein Herold lase gleich darauf das Cartel, oder Ausforderung folgenden Jnhalts: So jemand die Kekheit haben solte zu lauglaugnen nen dass  Georgius  König von Gros Brit tannien Frankreich Schottland und Jrr land nicht ein Sohn und der nächste Erbe GeorgiiI.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
Messe in ihrem Zim  Der Marschall deBerwich ist seit ei nigen Tagen aus dem Aacher Bad alhier wiederum zuruk gekommen.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Tenants au Bec un verdoyant Rameau, Moura tot grand,& finira la Guerre.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Brieffen von Berlin zufolge wäre der Spanische Bottschafter Hertzog von  Liria, vor einigen Tagen weiter nacher Peters burg um die ihme aufgetragene Befehl auch an den Russischen Hofe auszurichten auf gebrochen nachdeme  Königl.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
ES ist nicht möglich den übergrossen Scha den so der grausame den 7den verwiche nen Monats Octobris alhier gefallene Wol ken Bruch unserer Stadt Neapel und der selben vor Städten zugefüget ohne Thränen genugsam zu beschreiben; Sintemalen noch niemalen erhöret worden dass in denen vorigen Zeiten ausser der algemeinen Sünden Flut ein dergleichen Ubel sich ereignet hätte.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Dieses daurete durch  gantze Stun den woraus der Schaden so das häuffige Wasser in welchen nachdeme es alle Häuser angefüllet die darinnen sich befundene  Mobilien und Hauss Geräthe deren armen JnnJnnwohnern wohnern ringsweis herum schwammen ver ursachet leicht zu erachten.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Aus denen über all zusammen geflossenen Gewässeren entstun de gleichfals ein reissender Fluss welcher also bald alle Keller Einsätze und andere der gleichen unter irrdische Gebäude und Gerwöl ber völlig ausfüllete auch deren Kirchen Capellen  nicht verschonete alwo sich überall das Wasser über  Spannen hoch von der Erden erhube.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Vor dem so ge nannten  Medinischen Thore und in vielen anderen Orten alwo das Wasser seinen Aus fluss mit Gewalt suchte hollete es die Erde gleich Canalen Manns hoch aus hingegen wurde an anderen Orten ein ziemlicher Hauffen Stein und Sand so es von allen Orten dahin getragen zusammen geflösset.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
grosse Wasser Leitung durch welche al le Brunnen dieser Stadt ihr Wasser empfien gen ist an verschiedenen Orten sehr beschädi get und eingebrochen dass also nunmehro die Brünnen grossen Abgang an klaren Wasser leiden.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Ein gleiches und vielleicht noch grösseres Ubel haben unsere vor Städte in denen der Gewalt des fliessenden Wassers fast alle Mau ren deren Gärten auch verschiedener Häuseren umgeworffen Bäume und andere kostbare Gewächse samt denen Wurtzen aus der Erden gerissen viele Kaufmanns Gewölber und Handels Laden mit Wasser also überschwem met dass die Einwohnert gar gerne ihre Waa ren Hab und Gut verlassen und nur frohe waren dass sie ihr Leben davon brachten; den meisten und allergrösten Schaden litte dan noch die so genannte Jungfrauen vor Stadt indeme man auf aldasiger Ebene von dem Car meliter Closter an bis zu der Brucke vonS.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Raht Valdetaro so unver sehens geschehen dass sie kaum ihre Pferde die sie in gröster Eil in die obere Wohnungen hinauf führe ten erretten könten.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
Nahe bey dem so genann ten SupportodiLopez unterwaschete es die  Fundamenten eines Hauses dass dasselbige davon gäntzlich eingefallen und man noch alda von Tag zu Tage mehr andere deren  Fundamenten gleichfals von dem Wasser verwüstet worden einfallen siehet.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Das kleine Haus genannt delleSbarreàMonti ist von dem Wasser umgeworffen und in einen Stein Hauffen verkehret worden.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Weilen das Wasser bey dem Poggioreale keinen Platz genug fande frey abzulauffenzerrisseesdie Dämme woraus ein See etliche Meile breit von sol cher Höhe dass man kaum die Spitze von denen höchsten und grösten Sträuchen noch dato sehen kan entstanden; und seynd nunmehro  kleine Schif lein um denen armen Bauren und anderen Einwoh nern so in der überschwemmeten Gegend wohnen zu helffen und sie mit ihren erhaltenen wenigen Ver mögen an ein sicheres Ort zu überbringen bestel let worden; das Wasser oder die Uiberschwemmung ist jenseits der Brucken so gross dass es gleich dem Meer Wöllen in die Höhe wirffet.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Die Schwi Bögen der Brucken seynd alle mit Erden und Steinen verstopfet ausser einem durch welchem das Wasser mit solchem Gewalt gegen das Meer zuschiesset dass dardurch ein Haus niedergeworffen und unter dessen Stein Hauffen ein kleines Kind begraben worden.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Denen in hiesiger Gegend ligenden Oertern hat es gleichfals nicht geringen Schaden zugefüget al dieweilen man kein eintziges Oertlein so dessen befreyet geblieben wäre zehlen  Ausserhalb der Grotta von Pozzuolo hat es viele Häuser umgerissen und die Gäs sen hin und her verwüstet.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Feld Commissarii sehr beschädiget worden; AllaTorre, oder an dem Thurn hat es viele Wein Gärten ausgerottet; in anderen Orten das Korn aus denen Proviant Häusern weg geschwemmet alles Viehe auch viele Leute beschädiget und getödtet.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Jm übrigen wird alda die gutePolicey, und Ord nung durchgehends und gantz genau unterhalten; über die dahin geschikte Invalides wird alda auch eine Burger Wacht von  Mann zu Fuss und zu Pferd gebrauchet.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
Die Feld Her ren werden ehestens anhero vermutet sich wegen der Gräntz Scheidung zwischen Polen und der Wallachey auf welche die Türken stark dringen mit einander zu berahtschlagen.,65,65_türken_kroatien_osmanen_bosnien,"['türken', 'kroatien', 'osmanen', 'bosnien', 'türkischen', 'türkische', 'persien', 'ottomannischen', 'janitscharen', 'aga']",,türken - kroatien - osmanen - bosnien - türkischen - türkische - persien - ottomannischen - janitscharen - aga,False
Jn der Ukraina sollen die Kosacken noch stets aufrührisch seyn welche zu ihrem Führer einen gewissenPepecin mit Namen wor über die in der Nähe seyende Edel Leu te sehr bestürtzet seynd haben; doch wird diese Aufruhr auf alle Art und Weise vorgebeuget und unterschiedliche Pohlnische Fahnen nach doriger Ge gend abgeschicket; diese Kosacken sollen deswegen untereinander uneins seyn indeme sich einige unter den Russischen Schutz begeben wollen um auf allen Noht Fall mit genugsamenSuccurs ver sichert zu werden; die anderen aber wol len hiervon nichts wissen.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Warschau  Julii.,221,221_polen_warschau_juny_aus,"['polen', 'warschau', 'juny', 'aus', 'julii', 'castellan', 'july', 'augusti', 'pohlen', 'friedenburg']",,polen - warschau - juny - aus - julii - castellan - july - augusti - pohlen - friedenburg,False
Mann Horden in das Feld gerücket wären die sich in  Theile nemlich mit einem mit den Murdzen bey dem Fluss Hromaklia mit dem andern ohnweit Garydzin und mit dem dritten in Kil zertheilet; wor auf ein Theil der Cosacken gemeldte Horden angegriffen die meisten in die Pfanne gehauen und warten nur auf ferneren Befehl ob sie die übrigen le bendig nach Krym treiben oder tödten oder ihr Hab und Gut wegnehmen sollen.| Wien  Julii.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Einspanier welche den Zug führeten und denen nachfol genden  mit  Pferden bespannten Kutschen welche von denen geheimen Rähten und Cam merern Jhrer Kaiserl.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
HierauffolgeteSeinerExcellentzdesHerrn Bottschafters erster Leib Wagen deme so wol an künstlicher Bild Hauerey als Kostbarkeit nicht mangelte er ware so wol aus als in wendig mit roten Sammet und kostbarer Gol Stickerey versehen; die  Pferden so ihn zogen waren auf das prächtigste gezieret zu denen Seiten gingen  Heiducken mit langen Man teln welche an der Farbe und an der Kostbar keit der Liverey deren übrigen Bedienten von Seiner Excellentz in allen gleich kamen.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
